param_n_neighbors,param_weights,param_p,mean_test_score,rank_test_score
362,distance,1,0.75125,621
362,uniform,1,0.75125,621
361,distance,2,0.75125,621
361,uniform,2,0.75125,621
361,distance,1,0.75125,621
361,uniform,1,0.75125,621
365,distance,1,0.75125,621
365,uniform,2,0.75125,621
365,distance,2,0.75125,621
366,uniform,1,0.75125,621
370,uniform,2,0.75125,621
370,distance,1,0.75125,621
370,uniform,1,0.75125,621
369,distance,2,0.75125,621
369,uniform,2,0.75125,621
369,distance,1,0.75125,621
369,uniform,1,0.75125,621
368,distance,2,0.75125,621
360,distance,2,0.75125,621
368,uniform,2,0.75125,621
368,uniform,1,0.75125,621
367,distance,2,0.75125,621
367,uniform,2,0.75125,621
367,distance,1,0.75125,621
367,uniform,1,0.75125,621
366,distance,2,0.75125,621
366,uniform,2,0.75125,621
366,distance,1,0.75125,621
368,distance,1,0.75125,621
360,uniform,2,0.75125,621
360,distance,1,0.75125,621
360,uniform,1,0.75125,621
354,distance,1,0.75125,621
354,uniform,1,0.75125,621
353,distance,2,0.75125,621
353,uniform,2,0.75125,621
353,distance,1,0.75125,621
353,uniform,1,0.75125,621
352,distance,2,0.75125,621
352,uniform,2,0.75125,621
354,uniform,2,0.75125,621
352,distance,1,0.75125,621
351,distance,2,0.75125,621
351,uniform,2,0.75125,621
351,distance,1,0.75125,621
351,uniform,1,0.75125,621
350,distance,2,0.75125,621
350,uniform,2,0.75125,621
350,distance,1,0.75125,621
350,uniform,1,0.75125,621
352,uniform,1,0.75125,621
349,uniform,2,0.75125,621
354,distance,2,0.75125,621
355,distance,1,0.75125,621
359,distance,2,0.75125,621
359,uniform,2,0.75125,621
359,distance,1,0.75125,621
359,uniform,1,0.75125,621
358,distance,2,0.75125,621
358,uniform,2,0.75125,621
358,distance,1,0.75125,621
358,uniform,1,0.75125,621
355,uniform,1,0.75125,621
357,distance,2,0.75125,621
357,distance,1,0.75125,621
357,uniform,1,0.75125,621
356,distance,2,0.75125,621
356,uniform,2,0.75125,621
356,distance,1,0.75125,621
356,uniform,1,0.75125,621
355,distance,2,0.75125,621
355,uniform,2,0.75125,621
357,uniform,2,0.75125,621
413,distance,2,0.75125,621
481,distance,2,0.75125,621
414,distance,1,0.75125,621
472,distance,1,0.75125,621
472,uniform,1,0.75125,621
471,distance,2,0.75125,621
471,uniform,2,0.75125,621
471,distance,1,0.75125,621
471,uniform,1,0.75125,621
470,distance,2,0.75125,621
470,uniform,2,0.75125,621
470,distance,1,0.75125,621
470,uniform,1,0.75125,621
469,distance,2,0.75125,621
469,uniform,2,0.75125,621
469,distance,1,0.75125,621
469,uniform,1,0.75125,621
468,distance,2,0.75125,621
468,uniform,2,0.75125,621
468,distance,1,0.75125,621
472,uniform,2,0.75125,621
472,distance,2,0.75125,621
473,uniform,1,0.75125,621
473,distance,1,0.75125,621
477,distance,2,0.75125,621
477,uniform,2,0.75125,621
477,distance,1,0.75125,621
477,uniform,1,0.75125,621
476,distance,2,0.75125,621
476,uniform,2,0.75125,621
476,distance,1,0.75125,621
476,uniform,1,0.75125,621
468,uniform,1,0.75125,621
475,distance,2,0.75125,621
475,distance,1,0.75125,621
475,uniform,1,0.75125,621
474,distance,2,0.75125,621
474,uniform,2,0.75125,621
474,distance,1,0.75125,621
474,uniform,1,0.75125,621
473,distance,2,0.75125,621
473,uniform,2,0.75125,621
475,uniform,2,0.75125,621
478,uniform,1,0.75125,621
467,distance,2,0.75125,621
467,distance,1,0.75125,621
461,uniform,2,0.75125,621
461,distance,1,0.75125,621
461,uniform,1,0.75125,621
460,distance,2,0.75125,621
460,uniform,2,0.75125,621
460,distance,1,0.75125,621
460,uniform,1,0.75125,621
459,distance,2,0.75125,621
459,uniform,2,0.75125,621
459,distance,1,0.75125,621
459,uniform,1,0.75125,621
458,distance,2,0.75125,621
458,uniform,2,0.75125,621
458,distance,1,0.75125,621
458,uniform,1,0.75125,621
457,distance,2,0.75125,621
457,uniform,2,0.75125,621
461,distance,2,0.75125,621
462,uniform,1,0.75125,621
462,distance,1,0.75125,621
462,uniform,2,0.75125,621
467,uniform,1,0.75125,621
466,distance,2,0.75125,621
466,uniform,2,0.75125,621
466,distance,1,0.75125,621
466,uniform,1,0.75125,621
465,distance,2,0.75125,621
465,uniform,2,0.75125,621
465,distance,1,0.75125,621
467,uniform,2,0.75125,621
465,uniform,1,0.75125,621
464,uniform,2,0.75125,621
464,distance,1,0.75125,621
464,uniform,1,0.75125,621
463,distance,2,0.75125,621
463,uniform,2,0.75125,621
463,distance,1,0.75125,621
463,uniform,1,0.75125,621
462,distance,2,0.75125,621
464,distance,2,0.75125,621
457,distance,1,0.75125,621
478,distance,1,0.75125,621
478,distance,2,0.75125,621
493,distance,2,0.75125,621
493,uniform,2,0.75125,621
493,distance,1,0.75125,621
493,uniform,1,0.75125,621
492,distance,2,0.75125,621
492,uniform,2,0.75125,621
492,distance,1,0.75125,621
492,uniform,1,0.75125,621
491,distance,2,0.75125,621
491,uniform,2,0.75125,621
491,distance,1,0.75125,621
491,uniform,1,0.75125,621
490,distance,2,0.75125,621
490,uniform,2,0.75125,621
490,distance,1,0.75125,621
490,uniform,1,0.75125,621
489,distance,2,0.75125,621
494,uniform,1,0.75125,621
494,distance,1,0.75125,621
494,uniform,2,0.75125,621
494,distance,2,0.75125,621
499,distance,1,0.75125,621
499,uniform,1,0.75125,621
498,distance,2,0.75125,621
498,uniform,2,0.75125,621
498,distance,1,0.75125,621
498,uniform,1,0.75125,621
497,distance,2,0.75125,621
497,uniform,2,0.75125,621
489,uniform,2,0.75125,621
497,distance,1,0.75125,621
496,distance,2,0.75125,621
496,uniform,2,0.75125,621
496,distance,1,0.75125,621
496,uniform,1,0.75125,621
495,distance,2,0.75125,621
495,uniform,2,0.75125,621
495,distance,1,0.75125,621
495,uniform,1,0.75125,621
497,uniform,1,0.75125,621
478,uniform,2,0.75125,621
489,distance,1,0.75125,621
488,distance,2,0.75125,621
483,uniform,1,0.75125,621
482,distance,2,0.75125,621
482,uniform,2,0.75125,621
482,distance,1,0.75125,621
482,uniform,1,0.75125,621
328,distance,1,0.75125,621
481,uniform,2,0.75125,621
481,distance,1,0.75125,621
481,uniform,1,0.75125,621
480,distance,2,0.75125,621
480,uniform,2,0.75125,621
480,distance,1,0.75125,621
480,uniform,1,0.75125,621
479,distance,2,0.75125,621
479,uniform,2,0.75125,621
479,distance,1,0.75125,621
479,uniform,1,0.75125,621
483,distance,1,0.75125,621
483,uniform,2,0.75125,621
483,distance,2,0.75125,621
484,uniform,1,0.75125,621
488,uniform,2,0.75125,621
488,distance,1,0.75125,621
488,uniform,1,0.75125,621
487,distance,2,0.75125,621
487,uniform,2,0.75125,621
487,distance,1,0.75125,621
487,uniform,1,0.75125,621
486,distance,2,0.75125,621
489,uniform,1,0.75125,621
486,uniform,2,0.75125,621
486,uniform,1,0.75125,621
485,distance,2,0.75125,621
485,uniform,2,0.75125,621
485,distance,1,0.75125,621
485,uniform,1,0.75125,621
484,distance,2,0.75125,621
484,uniform,2,0.75125,621
484,distance,1,0.75125,621
486,distance,1,0.75125,621
414,uniform,1,0.75125,621
457,uniform,1,0.75125,621
456,uniform,2,0.75125,621
429,distance,1,0.75125,621
429,uniform,1,0.75125,621
428,distance,2,0.75125,621
428,uniform,2,0.75125,621
428,distance,1,0.75125,621
428,uniform,1,0.75125,621
427,distance,2,0.75125,621
427,uniform,2,0.75125,621
427,distance,1,0.75125,621
427,uniform,1,0.75125,621
426,distance,2,0.75125,621
426,uniform,2,0.75125,621
426,distance,1,0.75125,621
426,uniform,1,0.75125,621
425,distance,2,0.75125,621
425,uniform,2,0.75125,621
425,distance,1,0.75125,621
429,uniform,2,0.75125,621
429,distance,2,0.75125,621
430,uniform,1,0.75125,621
430,distance,1,0.75125,621
434,distance,2,0.75125,621
434,uniform,2,0.75125,621
434,distance,1,0.75125,621
434,uniform,1,0.75125,621
433,distance,2,0.75125,621
433,uniform,2,0.75125,621
433,distance,1,0.75125,621
433,uniform,1,0.75125,621
425,uniform,1,0.75125,621
432,distance,2,0.75125,621
432,distance,1,0.75125,621
432,uniform,1,0.75125,621
431,distance,2,0.75125,621
431,uniform,2,0.75125,621
431,distance,1,0.75125,621
431,uniform,1,0.75125,621
430,distance,2,0.75125,621
430,uniform,2,0.75125,621
432,uniform,2,0.75125,621
435,uniform,1,0.75125,621
424,distance,2,0.75125,621
424,distance,1,0.75125,621
418,uniform,2,0.75125,621
418,distance,1,0.75125,621
418,uniform,1,0.75125,621
417,distance,2,0.75125,621
417,uniform,2,0.75125,621
417,distance,1,0.75125,621
417,uniform,1,0.75125,621
416,distance,2,0.75125,621
416,uniform,2,0.75125,621
416,distance,1,0.75125,621
416,uniform,1,0.75125,621
415,distance,2,0.75125,621
415,uniform,2,0.75125,621
415,distance,1,0.75125,621
415,uniform,1,0.75125,621
414,distance,2,0.75125,621
414,uniform,2,0.75125,621
418,distance,2,0.75125,621
419,uniform,1,0.75125,621
419,distance,1,0.75125,621
419,uniform,2,0.75125,621
424,uniform,1,0.75125,621
423,distance,2,0.75125,621
423,uniform,2,0.75125,621
423,distance,1,0.75125,621
423,uniform,1,0.75125,621
422,distance,2,0.75125,621
422,uniform,2,0.75125,621
422,distance,1,0.75125,621
424,uniform,2,0.75125,621
422,uniform,1,0.75125,621
421,uniform,2,0.75125,621
421,distance,1,0.75125,621
421,uniform,1,0.75125,621
420,distance,2,0.75125,621
420,uniform,2,0.75125,621
420,distance,1,0.75125,621
420,uniform,1,0.75125,621
419,distance,2,0.75125,621
421,distance,2,0.75125,621
456,distance,2,0.75125,621
435,distance,1,0.75125,621
435,distance,2,0.75125,621
450,distance,2,0.75125,621
450,uniform,2,0.75125,621
450,distance,1,0.75125,621
450,uniform,1,0.75125,621
449,distance,2,0.75125,621
449,uniform,2,0.75125,621
449,distance,1,0.75125,621
449,uniform,1,0.75125,621
448,distance,2,0.75125,621
448,uniform,2,0.75125,621
448,distance,1,0.75125,621
448,uniform,1,0.75125,621
447,distance,2,0.75125,621
447,uniform,2,0.75125,621
447,distance,1,0.75125,621
447,uniform,1,0.75125,621
446,distance,2,0.75125,621
451,uniform,1,0.75125,621
451,distance,1,0.75125,621
451,uniform,2,0.75125,621
451,distance,2,0.75125,621
456,distance,1,0.75125,621
456,uniform,1,0.75125,621
455,distance,2,0.75125,621
455,uniform,2,0.75125,621
455,distance,1,0.75125,621
455,uniform,1,0.75125,621
454,distance,2,0.75125,621
454,uniform,2,0.75125,621
446,uniform,2,0.75125,621
454,distance,1,0.75125,621
453,distance,2,0.75125,621
453,uniform,2,0.75125,621
453,distance,1,0.75125,621
453,uniform,1,0.75125,621
452,distance,2,0.75125,621
452,uniform,2,0.75125,621
452,distance,1,0.75125,621
452,uniform,1,0.75125,621
454,uniform,1,0.75125,621
435,uniform,2,0.75125,621
446,distance,1,0.75125,621
445,distance,2,0.75125,621
440,uniform,1,0.75125,621
439,distance,2,0.75125,621
439,uniform,2,0.75125,621
439,distance,1,0.75125,621
439,uniform,1,0.75125,621
438,distance,2,0.75125,621
438,uniform,2,0.75125,621
438,distance,1,0.75125,621
438,uniform,1,0.75125,621
437,distance,2,0.75125,621
437,uniform,2,0.75125,621
437,distance,1,0.75125,621
437,uniform,1,0.75125,621
436,distance,2,0.75125,621
436,uniform,2,0.75125,621
436,distance,1,0.75125,621
436,uniform,1,0.75125,621
440,distance,1,0.75125,621
440,uniform,2,0.75125,621
440,distance,2,0.75125,621
441,uniform,1,0.75125,621
445,uniform,2,0.75125,621
445,distance,1,0.75125,621
445,uniform,1,0.75125,621
444,distance,2,0.75125,621
444,uniform,2,0.75125,621
444,distance,1,0.75125,621
444,uniform,1,0.75125,621
443,distance,2,0.75125,621
446,uniform,1,0.75125,621
443,uniform,2,0.75125,621
443,uniform,1,0.75125,621
442,distance,2,0.75125,621
442,uniform,2,0.75125,621
442,distance,1,0.75125,621
442,uniform,1,0.75125,621
441,distance,2,0.75125,621
441,uniform,2,0.75125,621
441,distance,1,0.75125,621
443,distance,1,0.75125,621
328,uniform,1,0.75125,621
499,distance,2,0.75125,621
327,uniform,2,0.75125,621
230,distance,2,0.75125,621
231,uniform,1,0.75125,621
231,distance,1,0.75125,621
231,uniform,2,0.75125,621
231,distance,2,0.75125,621
232,uniform,1,0.75125,621
232,distance,1,0.75125,621
232,uniform,2,0.75125,621
232,distance,2,0.75125,621
233,uniform,1,0.75125,621
233,distance,1,0.75125,621
233,uniform,2,0.75125,621
233,distance,2,0.75125,621
234,uniform,1,0.75125,621
234,distance,1,0.75125,621
234,uniform,2,0.75125,621
234,distance,2,0.75125,621
238,distance,1,0.75125,621
238,uniform,1,0.75125,621
237,distance,2,0.75125,621
237,uniform,2,0.75125,621
237,distance,1,0.75125,621
237,uniform,1,0.75125,621
230,uniform,2,0.75125,621
236,distance,2,0.75125,621
236,distance,1,0.75125,621
236,uniform,1,0.75125,621
235,distance,2,0.75125,621
235,uniform,2,0.75125,621
235,distance,1,0.75125,621
235,uniform,1,0.75125,621
236,uniform,2,0.75125,621
230,distance,1,0.75125,621
230,uniform,1,0.75125,621
229,distance,2,0.75125,621
225,uniform,1,0.75125,621
224,distance,2,0.75125,621
224,uniform,2,0.75125,621
224,distance,1,0.75125,621
224,uniform,1,0.75125,621
223,distance,2,0.75125,621
225,distance,1,0.75125,621
223,uniform,2,0.75125,621
223,uniform,1,0.75125,621
222,distance,2,0.75125,621
222,uniform,2,0.75125,621
222,distance,1,0.75125,621
222,uniform,1,0.75125,621
221,distance,2,0.75125,621
223,distance,1,0.75125,621
238,uniform,2,0.75125,621
225,uniform,2,0.75125,621
226,uniform,1,0.75125,621
229,uniform,2,0.75125,621
229,distance,1,0.75125,621
229,uniform,1,0.75125,621
228,distance,2,0.75125,621
228,uniform,2,0.75125,621
228,distance,1,0.75125,621
225,distance,2,0.75125,621
228,uniform,1,0.75125,621
227,uniform,2,0.75125,621
227,distance,1,0.75125,621
227,uniform,1,0.75125,621
226,distance,2,0.75125,621
226,uniform,2,0.75125,621
226,distance,1,0.75125,621
227,distance,2,0.75125,621
221,uniform,2,0.75125,621
238,distance,2,0.75125,621
239,distance,1,0.75125,621
248,uniform,2,0.75125,621
248,distance,2,0.75125,621
249,uniform,1,0.75125,621
249,distance,1,0.75125,621
249,uniform,2,0.75125,621
249,distance,2,0.75125,621
250,uniform,1,0.75125,621
499,uniform,2,0.75125,621
250,uniform,2,0.75125,621
250,distance,2,0.75125,621
251,uniform,1,0.75125,621
251,distance,1,0.75125,621
251,uniform,2,0.75125,621
251,distance,2,0.75125,621
252,uniform,1,0.75125,621
252,distance,1,0.75125,621
252,uniform,2,0.75125,621
256,uniform,1,0.75125,621
255,distance,2,0.75125,621
255,uniform,2,0.75125,621
255,distance,1,0.75125,621
255,uniform,1,0.75125,621
254,distance,2,0.75125,621
248,distance,1,0.75125,621
254,uniform,2,0.75125,621
254,uniform,1,0.75125,621
253,distance,2,0.75125,621
253,uniform,2,0.75125,621
253,distance,1,0.75125,621
253,uniform,1,0.75125,621
252,distance,2,0.75125,621
254,distance,1,0.75125,621
248,uniform,1,0.75125,621
247,distance,2,0.75125,621
247,uniform,2,0.75125,621
242,distance,2,0.75125,621
242,uniform,2,0.75125,621
242,distance,1,0.75125,621
242,uniform,1,0.75125,621
327,distance,2,0.75125,621
241,uniform,2,0.75125,621
243,uniform,1,0.75125,621
241,distance,1,0.75125,621
240,distance,2,0.75125,621
240,uniform,2,0.75125,621
240,distance,1,0.75125,621
240,uniform,1,0.75125,621
239,distance,2,0.75125,621
239,uniform,2,0.75125,621
241,uniform,1,0.75125,621
239,uniform,1,0.75125,621
243,distance,1,0.75125,621
243,distance,2,0.75125,621
247,distance,1,0.75125,621
247,uniform,1,0.75125,621
246,distance,2,0.75125,621
246,uniform,2,0.75125,621
246,distance,1,0.75125,621
246,uniform,1,0.75125,621
243,uniform,2,0.75125,621
245,distance,2,0.75125,621
245,distance,1,0.75125,621
245,uniform,1,0.75125,621
244,distance,2,0.75125,621
244,uniform,2,0.75125,621
244,distance,1,0.75125,621
244,uniform,1,0.75125,621
245,uniform,2,0.75125,621
256,distance,1,0.75125,621
221,distance,1,0.75125,621
220,distance,2,0.75125,621
163,uniform,2,0.75125,621
164,distance,1,0.75125,621
164,uniform,2,0.75125,621
165,distance,1,0.75125,621
165,uniform,2,0.75125,621
168,uniform,1,0.75125,621
169,uniform,1,0.75125,621
169,uniform,2,0.75125,621
170,uniform,1,0.75125,621
170,distance,1,0.75125,621
171,uniform,1,0.75125,621
171,distance,1,0.75125,621
172,uniform,1,0.75125,621
172,distance,1,0.75125,621
173,uniform,1,0.75125,621
174,uniform,1,0.75125,621
175,uniform,1,0.75125,621
183,distance,2,0.75125,621
183,uniform,1,0.75125,621
182,uniform,1,0.75125,621
181,uniform,1,0.75125,621
180,uniform,1,0.75125,621
179,uniform,2,0.75125,621
163,uniform,1,0.75125,621
179,uniform,1,0.75125,621
178,uniform,1,0.75125,621
177,distance,2,0.75125,621
177,uniform,1,0.75125,621
176,distance,2,0.75125,621
176,uniform,2,0.75125,621
176,uniform,1,0.75125,621
178,distance,2,0.75125,621
161,uniform,1,0.75125,621
160,distance,1,0.75125,621
160,uniform,1,0.75125,621
141,uniform,1,0.75125,621
140,uniform,1,0.75125,621
139,uniform,1,0.75125,621
138,distance,2,0.75125,621
138,uniform,1,0.75125,621
137,distance,2,0.75125,621
142,uniform,1,0.75125,621
137,uniform,2,0.75125,621
114,uniform,1,0.75125,621
110,uniform,1,0.75125,621
16,distance,2,0.75125,621
15,uniform,2,0.75125,621
14,distance,2,0.75125,621
2,uniform,2,0.75125,621
120,uniform,1,0.75125,621
184,uniform,1,0.75125,621
142,uniform,2,0.75125,621
144,uniform,1,0.75125,621
159,uniform,1,0.75125,621
158,uniform,1,0.75125,621
157,uniform,1,0.75125,621
156,distance,1,0.75125,621
156,uniform,1,0.75125,621
155,uniform,2,0.75125,621
143,uniform,2,0.75125,621
155,uniform,1,0.75125,621
154,uniform,1,0.75125,621
153,uniform,2,0.75125,621
153,uniform,1,0.75125,621
152,uniform,1,0.75125,621
148,uniform,1,0.75125,621
146,uniform,1,0.75125,621
154,uniform,2,0.75125,621
221,uniform,1,0.75125,621
184,distance,2,0.75125,621
185,distance,2,0.75125,621
208,uniform,1,0.75125,621
208,distance,1,0.75125,621
208,uniform,2,0.75125,621
209,uniform,1,0.75125,621
209,distance,1,0.75125,621
209,uniform,2,0.75125,621
210,uniform,1,0.75125,621
210,uniform,2,0.75125,621
211,uniform,1,0.75125,621
211,distance,1,0.75125,621
211,uniform,2,0.75125,621
212,uniform,1,0.75125,621
212,uniform,2,0.75125,621
213,uniform,1,0.75125,621
213,uniform,2,0.75125,621
214,uniform,1,0.75125,621
214,uniform,2,0.75125,621
220,uniform,2,0.75125,621
220,distance,1,0.75125,621
220,uniform,1,0.75125,621
219,distance,2,0.75125,621
219,uniform,2,0.75125,621
219,uniform,1,0.75125,621
207,uniform,2,0.75125,621
218,uniform,2,0.75125,621
217,uniform,2,0.75125,621
217,uniform,1,0.75125,621
216,uniform,2,0.75125,621
216,uniform,1,0.75125,621
215,uniform,2,0.75125,621
215,uniform,1,0.75125,621
218,uniform,1,0.75125,621
207,distance,1,0.75125,621
207,uniform,1,0.75125,621
206,uniform,2,0.75125,621
193,distance,1,0.75125,621
193,uniform,1,0.75125,621
192,uniform,1,0.75125,621
191,distance,1,0.75125,621
191,uniform,1,0.75125,621
190,uniform,1,0.75125,621
194,uniform,1,0.75125,621
189,distance,1,0.75125,621
188,uniform,1,0.75125,621
187,distance,2,0.75125,621
187,distance,1,0.75125,621
187,uniform,1,0.75125,621
186,distance,2,0.75125,621
186,uniform,1,0.75125,621
189,uniform,1,0.75125,621
185,uniform,1,0.75125,621
195,uniform,1,0.75125,621
198,uniform,1,0.75125,621
206,distance,1,0.75125,621
206,uniform,1,0.75125,621
205,distance,1,0.75125,621
205,uniform,1,0.75125,621
204,distance,1,0.75125,621
204,uniform,1,0.75125,621
197,uniform,1,0.75125,621
203,distance,2,0.75125,621
203,uniform,1,0.75125,621
202,distance,1,0.75125,621
202,uniform,1,0.75125,621
200,distance,1,0.75125,621
200,uniform,1,0.75125,621
199,uniform,1,0.75125,621
203,distance,1,0.75125,621
256,uniform,2,0.75125,621
241,distance,2,0.75125,621
257,uniform,1,0.75125,621
302,uniform,1,0.75125,621
302,distance,1,0.75125,621
302,uniform,2,0.75125,621
302,distance,2,0.75125,621
303,uniform,1,0.75125,621
303,distance,1,0.75125,621
303,uniform,2,0.75125,621
303,distance,2,0.75125,621
304,uniform,1,0.75125,621
304,distance,1,0.75125,621
304,uniform,2,0.75125,621
304,distance,2,0.75125,621
305,uniform,1,0.75125,621
305,distance,1,0.75125,621
305,uniform,2,0.75125,621
305,distance,2,0.75125,621
306,uniform,1,0.75125,621
309,uniform,2,0.75125,621
309,distance,1,0.75125,621
309,uniform,1,0.75125,621
308,distance,2,0.75125,621
308,uniform,2,0.75125,621
308,distance,1,0.75125,621
256,distance,2,0.75125,621
308,uniform,1,0.75125,621
307,uniform,2,0.75125,621
307,distance,1,0.75125,621
307,uniform,1,0.75125,621
306,distance,2,0.75125,621
306,uniform,2,0.75125,621
306,distance,1,0.75125,621
307,distance,2,0.75125,621
301,uniform,2,0.75125,621
301,distance,1,0.75125,621
301,uniform,1,0.75125,621
296,distance,1,0.75125,621
296,uniform,1,0.75125,621
295,distance,2,0.75125,621
295,uniform,2,0.75125,621
295,distance,1,0.75125,621
295,uniform,1,0.75125,621
296,uniform,2,0.75125,621
294,distance,2,0.75125,621
294,distance,1,0.75125,621
294,uniform,1,0.75125,621
293,distance,2,0.75125,621
293,uniform,2,0.75125,621
293,distance,1,0.75125,621
293,uniform,1,0.75125,621
294,uniform,2,0.75125,621
309,distance,2,0.75125,621
296,distance,2,0.75125,621
297,distance,1,0.75125,621
300,distance,2,0.75125,621
300,uniform,2,0.75125,621
300,distance,1,0.75125,621
300,uniform,1,0.75125,621
299,distance,2,0.75125,621
299,uniform,2,0.75125,621
297,uniform,1,0.75125,621
299,distance,1,0.75125,621
298,distance,2,0.75125,621
298,uniform,2,0.75125,621
298,distance,1,0.75125,621
298,uniform,1,0.75125,621
297,distance,2,0.75125,621
297,uniform,2,0.75125,621
299,uniform,1,0.75125,621
292,distance,2,0.75125,621
310,uniform,1,0.75125,621
310,uniform,2,0.75125,621
319,distance,2,0.75125,621
320,uniform,1,0.75125,621
320,distance,1,0.75125,621
320,uniform,2,0.75125,621
320,distance,2,0.75125,621
321,uniform,1,0.75125,621
321,distance,1,0.75125,621
321,uniform,2,0.75125,621
321,distance,2,0.75125,621
322,uniform,1,0.75125,621
322,distance,1,0.75125,621
322,uniform,2,0.75125,621
322,distance,2,0.75125,621
323,uniform,1,0.75125,621
323,distance,1,0.75125,621
323,uniform,2,0.75125,621
323,distance,2,0.75125,621
327,distance,1,0.75125,621
327,uniform,1,0.75125,621
326,distance,2,0.75125,621
326,uniform,2,0.75125,621
326,distance,1,0.75125,621
326,uniform,1,0.75125,621
319,uniform,2,0.75125,621
325,distance,2,0.75125,621
325,distance,1,0.75125,621
325,uniform,1,0.75125,621
324,distance,2,0.75125,621
324,uniform,2,0.75125,621
324,distance,1,0.75125,621
324,uniform,1,0.75125,621
325,uniform,2,0.75125,621
319,distance,1,0.75125,621
319,uniform,1,0.75125,621
318,distance,2,0.75125,621
314,uniform,1,0.75125,621
313,distance,2,0.75125,621
313,uniform,2,0.75125,621
313,distance,1,0.75125,621
313,uniform,1,0.75125,621
312,distance,2,0.75125,621
314,distance,1,0.75125,621
312,uniform,2,0.75125,621
312,uniform,1,0.75125,621
311,distance,2,0.75125,621
311,uniform,2,0.75125,621
311,distance,1,0.75125,621
311,uniform,1,0.75125,621
310,distance,2,0.75125,621
312,distance,1,0.75125,621
310,distance,1,0.75125,621
314,uniform,2,0.75125,621
315,uniform,1,0.75125,621
318,uniform,2,0.75125,621
318,distance,1,0.75125,621
318,uniform,1,0.75125,621
317,distance,2,0.75125,621
317,uniform,2,0.75125,621
317,distance,1,0.75125,621
314,distance,2,0.75125,621
317,uniform,1,0.75125,621
316,uniform,2,0.75125,621
316,distance,1,0.75125,621
316,uniform,1,0.75125,621
315,distance,2,0.75125,621
315,uniform,2,0.75125,621
315,distance,1,0.75125,621
316,distance,2,0.75125,621
292,uniform,2,0.75125,621
301,distance,2,0.75125,621
292,uniform,1,0.75125,621
265,distance,1,0.75125,621
265,uniform,2,0.75125,621
278,uniform,2,0.75125,621
265,distance,2,0.75125,621
278,distance,1,0.75125,621
278,uniform,1,0.75125,621
266,uniform,1,0.75125,621
266,distance,1,0.75125,621
277,distance,2,0.75125,621
266,uniform,2,0.75125,621
277,uniform,2,0.75125,621
277,distance,1,0.75125,621
266,distance,2,0.75125,621
267,uniform,1,0.75125,621
277,uniform,1,0.75125,621
278,distance,2,0.75125,621
267,distance,1,0.75125,621
265,uniform,1,0.75125,621
264,uniform,2,0.75125,621
262,distance,1,0.75125,621
271,uniform,2,0.75125,621
262,uniform,2,0.75125,621
280,uniform,1,0.75125,621
279,distance,2,0.75125,621
262,distance,2,0.75125,621
263,uniform,1,0.75125,621
279,uniform,2,0.75125,621
263,distance,1,0.75125,621
263,uniform,2,0.75125,621
279,distance,1,0.75125,621
263,distance,2,0.75125,621
264,uniform,1,0.75125,621
279,uniform,1,0.75125,621
264,distance,1,0.75125,621
264,distance,2,0.75125,621
280,distance,1,0.75125,621
276,distance,2,0.75125,621
267,uniform,2,0.75125,621
269,uniform,2,0.75125,621
269,distance,2,0.75125,621
273,uniform,2,0.75125,621
270,uniform,1,0.75125,621
273,distance,1,0.75125,621
270,distance,1,0.75125,621
273,uniform,1,0.75125,621
270,uniform,2,0.75125,621
272,distance,2,0.75125,621
272,uniform,2,0.75125,621
272,distance,1,0.75125,621
272,uniform,1,0.75125,621
270,distance,2,0.75125,621
271,uniform,1,0.75125,621
271,distance,2,0.75125,621
273,distance,2,0.75125,621
276,uniform,2,0.75125,621
274,uniform,1,0.75125,621
269,uniform,1,0.75125,621
267,distance,2,0.75125,621
276,distance,1,0.75125,621
276,uniform,1,0.75125,621
268,uniform,1,0.75125,621
275,distance,2,0.75125,621
275,uniform,2,0.75125,621
275,distance,1,0.75125,621
268,distance,1,0.75125,621
292,distance,1,0.75125,621
275,uniform,1,0.75125,621
274,distance,2,0.75125,621
268,uniform,2,0.75125,621
268,distance,2,0.75125,621
274,uniform,2,0.75125,621
274,distance,1,0.75125,621
269,distance,1,0.75125,621
280,uniform,2,0.75125,621
271,distance,1,0.75125,621
260,distance,1,0.75125,621
285,distance,2,0.75125,621
260,uniform,2,0.75125,621
290,distance,1,0.75125,621
286,uniform,1,0.75125,621
286,distance,1,0.75125,621
286,uniform,2,0.75125,621
286,distance,2,0.75125,621
290,uniform,1,0.75125,621
260,uniform,1,0.75125,621
287,uniform,1,0.75125,621
259,distance,2,0.75125,621
287,distance,1,0.75125,621
259,uniform,2,0.75125,621
287,uniform,2,0.75125,621
259,distance,1,0.75125,621
287,distance,2,0.75125,621
259,uniform,1,0.75125,621
288,uniform,1,0.75125,621
258,distance,2,0.75125,621
288,distance,1,0.75125,621
258,uniform,2,0.75125,621
288,uniform,2,0.75125,621
288,distance,2,0.75125,621
257,uniform,2,0.75125,621
289,uniform,1,0.75125,621
258,distance,1,0.75125,621
289,distance,1,0.75125,621
258,uniform,1,0.75125,621
289,uniform,2,0.75125,621
257,distance,2,0.75125,621
285,uniform,2,0.75125,621
260,distance,2,0.75125,621
261,uniform,1,0.75125,621
290,distance,2,0.75125,621
261,distance,2,0.75125,621
282,distance,1,0.75125,621
282,uniform,1,0.75125,621
291,uniform,1,0.75125,621
291,distance,1,0.75125,621
